text,label,source
"and here we have the truth of the adage, ""One man's religion is another man's belly laugh.""

So, God told you to go to malls and tell the kids that Santa's a fraud...I can think of better ways to spend your time.",0,google
"Grobarek, Without mineral extraction there is no economy to sustain Alaska. That is a fact. All mineral extraction activities have risk. So do most things in life.  The answer is to minimize the risk. I am confident that we can devise a financial mechanism that takes a percent of earnings on a continuing basis instead of a security bond and have funds to remediate after the mine exhausts. Nevertheless, if Mt. Redoubt, or one of the other activite volcanos in the Aleutian chain blows, it will make Pebble and afterthought with regard to harming salmon fisheries in Bristol Bay. And like earthquakes they will erupt sooner or later.  I do take issue with your characterization of Bristol Bay as huge sustainable economic engine with regard to salmon. In fact, Bristol Bay salmon account for about 10% of Alaska's fisheries value, and most of that goes to Outside operators. The environmental and emotional arguments about Bristol Bay salmon exceed the financial value of the fishery.",0,google
Go with the Airport Authority.  We are 1 of 2 states that does not have an Airport Authority all 48 other states do.,0,google
"None of this is in a court of law.   They are just hopping on the bandwagon because it is the cool thing to do.  Right now, they will get more vitriol if they do not claim they have been victimized by a male society.",0,google
I'd much rather see the returns of his various corporations.,0,google
"LindaLou1951;
I served my country during a time of war, in a war zone, in order to protect the right of every American to freely do EXACTLY what these men are doing, and to do it publicly.  I resent the spite you spew toward the very reason American service men and women have sacrificed.  I'm repulsed by your ignorance of laws. As long as we have a ""President"" who thinks he can lead by insult, I will kneel too, and more and more Americans will kneel also.",0,google
"China needs grand projects, because China itself is enormous and requires projects on a massive scale. It's not for appearances or to necessarily impress anyone.",0,google
"On the plus side its interesting to see so many people debating a BOOK!  Great excitement.  

Anyone have any suggestions on novels that present positive government role models?  I'm thinking of The Dispossessed but I'm not sure it is the best example.",0,google
"The attempts at true socialism have been disasters precisely because the same characteristics of larceny, greed, etc. operated in that system, too.

The most successful systems today are not socialist, they are mixed, i.e. a balance between capitalism and socialism, each tempering the worse aspects of the other.",0,google
"This ban (right or wrong on moral/strategic grounds) ...the left needs to stop their fetishization of Islam. 
They will win more often in the USA.",0,google
"Agree, Harper drove away the strong and capable",0,google
"Nice article,
How about the following.
We could have spaces conveniently placed, developed by the state, where people can sell what they can create at home or access where ever.
These need not be expensive to generate as all that is required, in its most basic iteration, would be parking and basic structures from which to peddle ones wares.

So that I can make what ever I can at home and easily go and sell it.
or with my vehicle go to the big market and sell the produce at the local market.

The big retailers of our world may not like it, but I am sure they could adapt and anyway the system is supposed to be based on the idea, of open entry to the market.

Instead of having metro cops harassing people trying to sell goods, they should be facilitated.

This could in turn generate production hubs.

We need to start by coming up with practical measures that can be introduced tomorrow.",0,google
This is just another typical example of what happens when inexperienced elected officials stick their noses into something that they really do not comprehend. Add what they have done to our hydro electric system and do you really want them involved in the Metro Toronto real estate market?? I suggest that they will fix it alright - just like auto insurance and electricity.,0,google
"So, it doesn't say that anywhere, but that's what you read into it.  I see.",0,google
RamaphosaLeaks not only reveals the despicable nature of our elected leaders but also the hypocrisy of supporters who seemed to have turned a blind eye to all wrongdoings. How long do we have to take this?,0,google
Pay it back Rona.,0,google
She sure is. It reeks from her.,1,google
"The PDF is All Alaskan welfare once on it and you get used to having free money who wants off NO ONE that is the same issue we have in this country with welfare you think and become entitled servants and all you can do is want big brother to continue supporting you. Do away with the fund , balance the budget and require all legislators to work with in a balanced system with out being able to vote all the special privileges in for themselves that they get away with.",0,google
"Paul, YOU are the problem.  Sorry, but your ""solution"" hasn't panned out so well.

You think the millions of AR-15s floating around in our streets can go on?
Will you feel the same when your child is gunned down by a regular guy with no known history and no apparent motive?  Will you feel the same when they die bleeding in your arms?

More money for mental health you say?  Irrelevant

Banning assault weapons and any other weapons of mass casualty?  Relevant.

Justifying your sick fetish and Rambo complex should no longer be tolerated.
Justifying your need to mow down wildlife with an AR15 is a cowards idea of sport and constitutes mental illness in itself. 
Justifying your ""hobby"" as fun?
The rest of us can no longer afford your burden on society.

The time is NOW.
Keep the Second Amendment. Keep your rational Glock or 12-ga for protection, but

*B A N   A S S A U L T   W E A P O N S   N O W*",1,google
"It's long encysted paranoia, self-fulfilling circular thinking.",0,google
"Providing a very slanted liberal opinion from a far left source is not presenting anything factual, no matter how much you say it is. You are the one who states that O'Keefe edited this and that and committed an ethical breach of this or that and you provide no factual basis for the statements except an opinion from a far left source with very little credibility about anything. Once again, there are no credible, factual disputes about the accuracy of his videos. Unless you can actually present some factual evidence that I have been unable to locate about any credible disputes about the accuracy of his videos, I am finished participating in your fantasy world, once again.",0,google
Mrs. Clinton is still waiting for someone to show her where the state of Wisconsin is located.,0,google
"Agree totally. If you buy the seat, you've bought the seat. Full stop.",0,google
"Richard Nixon, when compared to Trump, looks like a boy scout or even a saint. There is only one honorable route forward for Trump, immediate resignation for the sake of his country. The one honorable route forward is, of course, the only road that Trump will never take.",0,google
Maybe in the past. I wouldn't trust Trump to tell me the correct time.,0,google
People who try to better themselves while in jail should get a 2nd chance at life.,0,google
"They are taking a page out of the Trump playbook: (1) say something false, (2) give a waffling clarification, (3) double down on false statement, (4) get proven wrong.  

But the damage is already done because enough people will latch onto said false ""facts"" despite the fact that they have been done. If you drag someone through the mud, even if they are not guilty, it is enough for some people who don't take the time to research news or independently verify facts.",0,google
"Newfoundlanders made the same mistake twice, first with Churchill Falls and now with Muskrat Falls and Nova Scotia. Fool me once but twice...   Newfoundland politicians have been nothing but self serving and basically an inept stun bunch. Give away your............and poop through your ribs.",1,google
"Of course he was homophobic and misogynist.  By today's standards everyone in 1850 was homophobic and misogynistic.  What a laugh.  And this dude is a University President.  U Chicago is my school and in my will, I am thinking of deleting them for employing such an idiot.",1,google
"As a multi-generational Westerner who works in the forest, I see bears and wolves as totem animals. To me, they symbolize the expansive and rugged wildness of the West that originally defined America. To persecute these top predators for the sake of the comparatively few cows they kill is selfish and short sighted.

If ranchers want to use public lands to raise privately owned cows, they should accept the risk imposed by publicly owned predators.",0,google
"""programmatic advertising, an automated process that marketers use to target users with specific demographic characteristics.""

All of these Canadian companies didn't end up on Breitbart by chance. The real story here is what  criteria was met to end up on perhaps the most vilified web site in all of Canada.",0,google
"The courts found it unconstitutional. President Trump, unlike zero, is refusing to let the Executive take over what is the Legislative's job.
Those state AG's, like ours, are just wasting taxpayer funds. As the payments are unconstitutional, they have no standing to sue anybody.",0,google
"RG:  From 15 to 20 feet away, the three stared “aggressively” at a government vehicle inside the federal worker’s open garage, a police report said."" staring aggressively?  like grunting and growling?  whining and  straining to get at it?  --  these folks sound like neanderthals and not the sharpest knives in the drawer. but they can stare at whatever until blue in the face..means nothing unless some action is taken..  
  and he'd been on  one heavily armed camping trip...",0,google
"Today, it doesn't matter how justified or truthful anyone's criticism of another is.  If the person being criticized has any connection to a special interest group, that connection will be trotted out to de-legitimize any and all legitimate criticism.",0,google
"how does your comment make sense contextually, logically , .....syntax.   I'm not sure your thinking is completely fluid. Why would the victim need to come live at my house.  With the death penalty, violent and senseless murderers will simply have clear consequences for their actions.  They will simply be choosing to have themselves euthanized by committing the crime.  Nuff said.",0,google
How many cargo ships can pass through Northwest Passage in a summer day before reaching environmental capacity?,0,google
The gentleman had his final flight & is well remembered for his good deeds & typical pilot kind heart & person. Rest in Peace Sir. Gods Speed & may the wings from above comfort & console the family members of your lost in this life.,0,google
"If the Charter of Rights and Freedoms protects treasonous cowards, it should be amended.",1,google
So what happened to you?,0,google
"What a neat distinction! Treaties you say? Maybe you forgot to mention that the Canadian indigenous people got what was coming to them because they tried to invade France and England and Spain, and were defeated, and in that defeat, as a defensive measure by the invaded countries, had their lands occupied. Oh wait, that isn't what happened? Well then, why make the comparison?",0,google
"your comment is worth a nickel, since pennies are out of circulation.",0,google
Shame on the  conservative hacks that spout the drivel that the carbon tax is the root of all evil..  the economy in Alberta is where it is because of low oil prices and 30 years of mismanagement by successive conservative governments starting with Mr Getty. ..unfortunately  it's time to pay the piper.,0,google
"Every one of these letters, week after week, has the same tone, diction, and idiom as the answers.  
Eddie should get a friend or one of his children to craft the 'letters'.",0,google
"""as mere laity""!!! You have it wrong. The Church is made up of all it's baptised people and not just the clerics. Looks at the facts. The Church has 1 male  Pope, 70 odd male  Cardinals, some 45 thousand male clerics and 1.2 billion laity. The clerics are just equivalent to an all-male club who arose as an elitist group in the time of the Byzantine Emperors, some 1650 years ago, who used them to administer an empire and gave them privileges far beyond their original purpose. The Church clerics have clung onto those privileges ever since and continually advanced their own cause of elitist, narcissistic clericalism. Are you telling me that some 45,000 clerics have more wisdom  and a greater sense of what is right and wrong than the baptised 1.2 billion Catholics? The Clergy seek only to protect, preserve and ensure the wealth,  dominance and dogmatic elitist ""club"". The early Church of Christ was a different deal where the slave, poor,  widow, merchant and elder each had their equal say.",0,google
"I agree that there is a place for commercial fisheries in Cook Inlet, but the sockeye salmon runs should not be (almost) solely managed for the commercial industry. Priorities should be given to subsistence, then personnel use and sport fishing, and then commercial use. Commercial openings prior to the prime weekends when most Alaskans have their only opportunity to fill their freezers, show that the industry has ADF&G in their hip pocket. Alaska's resources should belong to all of Alaska, not special interests.",0,google
"And if vaccines injure your kid you should be compensated, yet Canada is the only G7 country that doesn’t compensate vaccine adverse reactions. Or maybe you’re too busy channeling Josef Goebbels?",0,google
"Gregor,

There's an Imam in Montreal looking for a new gig. Look him up.",0,google
"Mike, if Demboski sends out a Fake News link alleging that an organization sponsors a terrorist training camps, which she did, then she follows that up by associating him with that 'terrorist' organization, she's in fact insinuating that he is a terrorist.  Your definition of ""politeness"" and ""professionalism"" appears to be radically different than mine.",0,google
"And, unfortunately, it's becoming almost as insubstantial, which is the real tragedy.",0,google
"Well you may not believe in Santa Claus but it is defeated attitudes like yours that keep electing irresponsible spending disasters like Wynne and Trudeau. To immediately discount reducing any expenditures without even hearing an issue is simply dogma driven ignorant nonsense. I sure would not want to see your credit card statement, but I bet your house is clean and vibrant.",0,google
"They were Libyan Muslims, not Europeans, who killed these people",0,google
"says a lefty who claimed he would never be elected! see pal, you have no clue what is coming, or understanding of how an economy works since his policies will be sending, (already are) the us economy booming and growing thus the net effect will be MORE taxes for government, which was what was achieved every time such policies were done, under harris in ontario, reagan and JFK in the early 60;s,  ,,",0,google
"They""re gonna say the ""Left"" set ""im up.
Whaddya wanna bet?",0,google
Why don't you love America?,0,google
"I fully agree with your recommended changes in nomenclature. If that happened maybe they also would stop dressing like princesses of the church and start to physically resemble their service role. Basic black without pearls would be just fine, thank you",0,google
Which companies can we contact to get health insurance? UHA?,0,google
"Those rulings don't say you are not wrong at all. Liberal groups also were targeted and in fact, it was a liberal applicant that was denied tax exempt status. No conservative applicants were denied. The liberal groups just didn't complain and sue like the right wing ones did. Fact. You see, a court ruling that one set of plaintiffs were unfairly targeted does not mean they were the only ones. It was not a campaign to target ONLY conservative groups. It was a way to triage the flood of applications that followed Citizens United by using key words to identify politically leaning groups in both right and left directions, since one would not expect them to get tax exemption for their political activity.",0,google
"bob doug mac - read my other posts, I think you misunderstood my comment.  We actually agree on this issue.  My point was it is irrelevant what Aga Khan's organization does, it is a lobby group and what Trudeau did was inappropriate.",0,google
"Trump Again Has The Lowest Approval Rating In Modern Times:

http://fivethirtyeight.com/features/trump-again-has-the-lowest-approval-rating-in-modern-times/",0,google
"The female author of the article does not support what Carlson wrote, the quotes from the neuroscientists did.  I was commenting directly to MsAnthrope's comment about Carlson not being a neuroscientist.",0,google
To presume that melting ice bergs will contribute to a rise sea levels defies one of the basic laws of physics.  Frozen water displaces more space than does the equal amount of not frozen water.  The ice berg is already taking space in the ocean and when it melts (if it ever does) it will displace less space in the water thereby reducing the sea level rather than contributing to a rise.,0,google
"Sounds like you don't care who wins and I agree IF you don't mind the rich and famous, 1 percenters, the military industrial complex, big pharma, banks too big to fail, and exporting all of our jobs overseas. This won't happen very easily IF Bernie Sanders wins a write in for President of the United States of America.",0,google
"Why would anyone want to mess with our education system when it is first class, the envy of the world, turning out well educated youngsters ready for college , voc ed training and the workforce? I know we spend more per pupil than most any other nation but  don't the results we get justify the cost?",0,google
"Too many Nanny Laws! No common sense amongst our population. Use your phone, for a phone, not movie theater. Wake up!",0,google
I think if you eat well you wouldn't need to know the answer to any of these questions.,0,google
"Well, Zwane is the bar-tender there.",0,google
Well Chris in Ottawa all I can say is that you must be a friend of D_Knight.,0,google
"What a load. Republicans are historically the biggest spenders.  The reason everything is going up is the economy. And the reason we don't have any savings from big oil is: Republicans. Not just their spending, but giving away our oil.",0,google
"There will be a PFD protest in anchorage tomorrow.  

Click the link for more details and upcoming protest events and petition signings!

Http://www.recallgovwalker.com",0,google
This is all Harper' fault!!,0,google
"In theory I would support a Basic Income.  I am skeptical that costs would be contained.  One basic premise is that in order to make it cost effective, the current social welfare administrative bureaucracy would be made redundant (i.e. no more prying social workers making sure you are ""deserving"" of public money).  Others have mentioned there would be less recourse to first responders as well.  Does anyone really believe government will restructure itself appropriately and accordingly?  I believe at least one public sector union has already spoken out against Basic Income - would their members still be guaranteed a job (for life) if they were no longer needed to poke around someone else's life?  Would the police/firefighters union agree to review how many of their members are truly needed?  I doubt it.",0,google
"1) Civilization was founded in the East (Egypt and Iraq).
2) The Queen has the largest collection of stolen property in the world. I guess you are okay with that?
3) Nigeria and Yemen were ruled by the UK. Just like Canada was. They are all in the Commonweal",0,google
"I would also like to stand with those who have been falsely accused of sexual harrasement or assault. #falseaccusationshappentoo #settledownsnowflake
#yourenotthatpretty",0,google
"Intersting points made here. If I smoked pot, the last place I would do it would be inside where someone else might get a contact high: that would be terrible, as people working in a pot shop, or congregating there don't smoke pot just like me. However, there could be smoking booths, vented to the outside, or the evil weed could be consumed in a nice drink make of herbal tea, honey, really hot water and tricomes mixed in. Then those of us who are still virgins could be in these horrible establishments with no fear of getting stoned. Imagine that!",0,google
"Oh precious child. Have someone read the article to you and explain the big words.
“Organizers included the Nationalist Socialist Movement, a neo-Nazi group; the Traditionalist Worker Party, which wants a separate white ethno-state; Anti-Communist Action, a right-wing group that believes America is being threatened by “communists”‘ and Vanguard America, a white supremacist group that believes America is inherently a white nation that must be preserved.”


You could argue your point for some of the organizers and that is precious. 
But the National Socialist Movement?
 Really? Wanna try to say they are not white supremacists?

You are either being disingenuous, ignorant or you fall for alt right propaganda like nobody’s business.",1,google
"Here's what should happen: 1) BC Libs are defeated in upcoming non confidence motion. 2) Christy gracefully falls on her sword. 3) New leader from outside the party caucus appears winning broad support. 4) New BC Libs win election in 12-18  months. None of this is possible if Christy does not bow out. If a current caucus member vies for leadership, chances of more NDP is increased.",0,google
What a hateful comment.,0,google
"""The most serious part of the FBI's investigation has focused on the computer hacks that the Obama administration now formally blames on Russia. That investigation also involves numerous officials from the intelligence agencies. Investigators, the officials said, have become increasingly confident, based on the evidence they have uncovered, that Russia's direct goal is not to support the election of Trump, as many Democrats have asserted, but rather to disrupt the integrity of the political system and undermine U.S. standing in the world more broadly.""   So this okay with you?",0,google
"Too bad there isn't an emoji for ""absurd""!  If ""progressives"" are obsessed with race it's because they favour equality.  Nazis have a different view.",0,google
"TRGM

There are many new pipelines being constructed in BC every year. A few have been constructed so far this year. 

Try to keep up with the facts.",0,google
"They ""say"" they were kicked out. They say a lot of misinformation, so what do you believe ? They right now portray this move to protect witnesses and the like as something to hide. Wrong, it is because of those they called upon and their own actions and or threats of the past. What is there to hide ? The Bundy Bunch were very public with all they said and did. Still are. Even someone visiting those behind bars has stated every conversation or letter can be used against those awaiting trial. They do not even understand to this day their words caused and will continue to cause action and consequences. Even their family on the outside do not grasp that, as they continue on with their speech. But hey, makes for a long, long sentencing ahead.",0,google
"Really? Canada is a signatory to  the U.N. declaration of The Rights of the Child, which states that anyone under the age of 18 is considered a child soldier. There is no way we would ever go back on that.",0,google
Excellent comment!  A five year wait will give time a chance to sort out---what was and what was not during Obama's tenure.,0,google
I am sure he will lose sleep over that.....get a life!,0,google
"Alaska's judicial system is anything but lenient, which you'd know if you were informed.",0,google
"""No one can agree on the roots of the problem, but everyone agrees that urgent action is required to fix it.""

Clearly there is a population problem that contains Margaret's elusive root.  And it's not because Canadians are having over two children per child-bearing age females born in Canada. In fact the number is way below replacement, since Canadians can't afford to have children unless they are subsidized by the top ten  per cent of income tax payers.

Why is it that unmentionable subjects are always not mentioned in articles about rent control, housing prices in Vancouver and Toronto, and why is it that the federal government dumps population problems on the provinces that contain the two large cities and the provincial governments can't cope, come what may? The deleterious effects of uncontrolled immigration in all its forms, including foreign students, temporary workers, nannies, etc. etc. and fearful flight of funds from China and Hong Kong.

What is urgent? Reverse the influx",0,google
"For some people, there is no tax they ever heard of that they did not like.",0,google
I don't understand your post. I'll put my post another way: charge the oilco's TEN times more to extract our oil....,0,google
Talk about unstable...,0,google
"Political retaliation, has begun.

If you go against the new boss, then you must expect severe employment consequences, as a result of being a political appointee.

POTUS Trump wants all of his subordinates, to use his political play book.",0,google
"The Prime Minister of the Quebec oligarchs (Bombardier/SNC-Lavalin/PowerCorp/...) at least. As were Mulroney (paper bags full of cash in the Airbus Affair), Chretien (billions for Bombardier, married into PowerCorp), Martin (PowerCorp employee, steamship company from PowerCorp), etc. All of these corporations have invested heavily in China and have connections with the Communists since decades, including interests in the Chinese military-industrial complex.",0,google
My mother was sexuallly abused by her stepfather for all of her childhood until she was old enought to join the Army and get away from him. She did not turn to drugs or alcohol to deal with her problems.  Ms. Zaidoff has parlayed her problems and subsequent errors in judgement into a lively hood.,0,google
"Blame the iPhone and its ilk. The only reason this type of ""crime"" didn't happen before is because of the older technology. You needed a film camera, and it wasn't easy to get color film developed if it had any nudity...well, no prints, I suppose you could specify ""develop only"".
There were some labs that would print anything, but it was for the most part clandestine. Now, any decent (?) phone can make equivalent quality pics with no third party, and they're infinitely reproducible and distributable.
I have a hard time thinking of the girls as ""victims""...it's not like they were strung out on heroin and doing gang bangs for a fix, or being beaten. These were all consensual transactions.
The ""crimes"" are technicalities of the legal system...which seems to have a hard time convicting slightly older rapists in college athletic programs.",0,google
"Do you even read what you post?
If what you say is true, you're screwed. He managed to get communists and Nazis to agree on something?
At this rate, he'll have everybody but you, Inverse , Nitro and Critical together by 2019.",1,google
"""Brexit talks an afterthought until political turmoil end"" reads the article's title (but the UK domestic political turmoil will only intensify in the wake of last night's election results.",0,google
I just hope we don't get to the point where the Sens are waiting for the Penguins to cross the blue line so that they can engage. There were times last night when I had flashbacks to that embarrassment with the Lightning.,0,google
Only death will be justice...,1,google
You're totally correct.,0,google
"A fine column but for one comment by this author......

""Mr. Trump’s followers are enabling a President who stokes race hatred, who will not condemn Nazis and other fascists""

Thought I just read that Trump condemned violence by all those involved?",0,google
"I find it harder to read but contributing to moderation is something I fully support as far too many comments on G&M are awful, uncivil, and do not add anything to the conversation",0,google
"If you watch, Bush is clearly reading a speech that someone else wrote. Doesn't sound like they brought in former speechwriter David Frum for the assignment or he would have called Trump a Nazi.

Bush never had an original thought in his life, so I wouldn't read anything into this. Obama was the best speech reader since Kennedy (Theodore Sorensen). Bush Jr was probably the worst, with his dad a close 2nd.",0,google
"Wait a cotton picking minute, Gegonos.  It's not solely up to a local newspaper to educate voters about candidates and what they stand for.  A candidate has the greater responsibility to ensure that informed voters know where they stand.  That's, impart, why we have such a long drug out election cycle.  What I'm seeing around the community, we're looking at another layer of so-called CONservative candidates.  If anything kept me away from the voting booth is will be vote for a Republican or vote for a Republican.",0,google
"""“It’s criminal to separate families,” Fox said of the Trump administration’s crackdown on unlawful immigration.""""
I agree. It's criminal to dump your citizens on a foreign country and break up families because of your own incompetency (and Nieto's) to create an environment people would not want to leave so readily.",0,google
"When your argument is spelling errors, you've already lost",0,google
There should be a mandatory IQ test before allowing people to vote.,0,google
"Our family has been involved in the commercial fishing in Alaska since the mid 60's.  We ran across many southern built fishing boat that were poorly built.  I am biased toward Northwest built boats as that is what our family has owned. I believe in most cases they were better designed and better built but of course more expensive. I look at this way if you want a boat to last 20 years have it built in a southern yard where they pay the welders $20.00 a hour or if you want the boat to last 50 years have it built in the Northwest.

 If you look at the builders of the original fleet of Alaska State Ferries many built in the early 60's and still going you will see they were built in ether the Northwest or in Wisconsin.   There is a another ferry in the Northwest called the Coho running between Port Angles and Victoria that is nearly 60 years old and still making round trip everyday.  The Coho was the from the design that was used to build the older Alaska ferries.",0,google
Can anyone point me in the direction of the text of the Sasolburg speech?,0,google
"Agreed. His fatal mistake is that he thinks I feel I need to defend two millennia of scientific thought.  He started with innocent sounding questions that devolved into more and more ""prove it to me's"".  I personally think the VERY big universe is a totally astounding place, of a grandeur and magnitude that actually might be worthy of a divine creator (though not sure on that one) -- rather than a little somewhat rancid petrie dish being all there is.",0,google
"Saginal Trailer Park office-
http://members.efn.org/~hkrieger/hsa064.jpg
from the series, ""Hamlets of Lane County"",
http://members.efn.org/~hkrieger/lane.htm",0,google
"""Why do you live in Quebec if you don't feel Canadian there?""

Because I was born here and have a well paying job here that I could not reproduce elsewhere at this point in my life.

Like many others,  I did not make my life decisions based on where I felt the most Canadian (in which case I would be living on the Canadian shield in Northern Ontario or in Saskatchewan).

I really don't understand your confusion, nor do I understand how you pretend to speak on Gordon Lightfoot's behalf.",0,google
""" .... A fast-growing economy and years of tight spending limits are expected to deliver Ontario’s first balanced budget in almost a decade..""

"" ... Years of tight spending limits ... ""
This needs to be part in a new G&M Humour section - or the more appropriate Fake News per Trump precedent. 

This poster is a STEM professional and understands more ( real ) mathematics than the entire G&M editorial board several times over, also the entire Liberal Caucus. And I get different answers from the intellectually challenged Discovery Math crowd - i.e. the ""years of tight spending limits "" have in fact grown the Ontario Nomenklatura Sun Shine List to the point where this cohort now controls who gets elected. Limits on Political Party contribution rules no longer need apply - they get paid by the Civil Service sector of our economy. Much more convenient and flies below the legal radar.

As for any expectation that our debt monster will ever be repaid - equally humorous .-)",0,google
"Release your bitterness, it will only shorten your life.  lol  The deplorable s won!  :)",0,google
"In my opinion, Seamus O'Regan, a backbencher, was made a minister because of his friendship with Trudeau. He is the one that went on vacation with Trudeau to see the Aga Khan during Christmas. I suspect he does not know much about our veterans and their tribulations (PTSD, homelessness, physical disabilities, unemployment, pension issues, etc.). Trudeau has ignored veterans since being elected now he is insulting them with the appointment of his friend to Veterans Affairs.",0,google
"The AG is pandering to the Trump base that has no idea what the First Amendment is or what it does.  Free speech does not mean that anyone can say what they want without others reacting or counter protesting.  It only means that in most cases, the speaker cannot be arrested.  The restraint provided only applies to the government - not any individual or group of individuals.

Republicans have been relentless at dumbing down their constituents, and this is one of the results.  They criticize and discourage higher education by lying that it's some kind of ""liberal"" (whatever that means in their small minds) indoctrination.",0,google
The G&M is a newspaper in the same sense Pravda was a newspaper.,0,google
Let's keep throwing our politicians out of power until we find one who will do the same.,0,google
"Once again , nothing to see but it's the other people's fault. Responsibility  leave it at the door.",0,google
"Looks like more FAKE NEWS from this Alt-Left newspaper.

Sort of contradicts what the actual buoy data is reporting. 

http://psc.apl.washington.edu/northpole/",0,google
I will Burn your house down,1,google
"Housing should never be a short term investment for most people. Yes, Denver will have ups and downs and trying to time those dips and purchasing at the low point is going to be difficult. With a predicted growth of 3 million more people in the coming decades Denver housing will only become more expensive. For those who are waiting for prices to drop to the early 2000's good luck with that. When it comes to home prices Denver is becoming more like the SF Bay Area, expensive.",0,google
"How can honorable Republicans support Trump? How? Because a lot of people voted for him. A lot of people didn't want Obama but he was voted in twice. If Trump gets elected you will have to put up with him like a lot of people had to put up with Obama.                                                            “October 6, 1774
I met those of our society who had votes in the ensuing election, and advised them
1. To vote, without fee or reward, for the person they judged most worthy
2. To speak no evil of the person they voted against, and
3. To take care their spirits were not sharpened against those that voted on the other side.”

― John Wesley, The Journal of John Wesley   Thank you John Wesley.",0,google
"I was with you until the, ""Like"" chain.    One doesn't 'refocus' and set climate change and FN aside,  you do it ""in addition to....."".    If you do not address 'climate change' all the trade agreements in the world will with time, be meaningless.    One goes hand in hand with the other.",0,google
